,Provider ID,Hospital Name,State,Emergency Services,Use of EHRs,Mortality,Safety of care,Readmission,Patient experience,Effectiveness of care,Timeliness of care,Medical imaging use,Hospital overall rating
282,400009,SANTA ROSA CLINIC,PR,True,True,,,,,,,,
283,400010,HOSPITAL GENERAL DE CASTANER,PR,True,True,,,,,,,,
284,400011,HOSPITAL ORIENTE,PR,True,True,,,,,,,,
285,400012,HOSPITAL ONCOLOGICO DR ISAAC GONZALEZ MARTINEZ,PR,False,True,,,,,,,,
286,400013,HOSPITAL MENONITA DE CAYEY,PR,True,True,0,,0,,,,,
287,400044,SAN LUKE'S MEMORIAL HOSPITAL INC,PR,True,True,0,0,1,,-1,,,2.0
288,400014,BELLA VISTA HOSPITAL,PR,True,True,,,0,,0,,,
289,400015,SAN JUAN MUNICIPAL HOSPITAL,PR,True,True,,,,,,,,
290,400016,AUXILIO MUTUO HOSPITAL,PR,True,True,1,0,0,,-1,,,2.0
291,400018,MENNONITE GENERAL HOSPITAL INC,PR,True,True,0,,0,,,,,
292,400019,HOSPITAL PAVIA SANTURCE,PR,True,True,0,,0,,,,,
293,400021,HOSPITAL DE LA CONCEPCION,PR,True,True,0,0,0,,,,,2.0
294,400022,HOSPITAL DAMAS INC,PR,True,,0,0,0,,-1,,,2.0
295,400026,LAFAYETTE HOSPITAL,PR,True,True,,,,,,,,
296,400032,HOSPITAL HERMANOS MELENDEZ INC,PR,True,True,0,,0,,-1,,,2.0
297,400048,HOSPITAL EPISCOPAL SAN LUCAS GUAYAMA INC,PR,True,True,,,,,,,,
298,400061,HOSPITAL UNIVERSITARIO DE ADULTO,PR,True,True,,,,,,,,
299,400079,HOSP COMUNITARIO BUEN SAMARITANO,PR,True,True,,,0,,,,,
300,400087,HOSPITAL DR CAYETANO COLL Y TOSTE,PR,True,True,0,,1,,,,,
301,400098,HOSPITAL SAN FRANCISCO,PR,True,True,,,,,,,,
302,400102,DOCTORS CENTER HOSPITAL BAYAMON,PR,True,True,,,,,,,,
303,400103,MAYAGUEZ MEDICAL CENTER DR RAMON EMETERIO BETANCES,PR,True,True,,,0,,,,,
304,400104,HOSPITAL MENONITA CAGUAS INC,PR,True,True,,,,,,,,
305,410006,NEWPORT HOSPITAL,RI,True,True,-1,-1,-1,1,0,0,0,4.0
306,400105,HOSPITAL UNIVERSITARIO DR RUIZ ARNAU,PR,True,True,,,,,,,,
307,400106,METROPOLITAN HOSPITAL,PR,True,True,0,,0,,,,,
308,400109,HIMA SAN PABLO BAYAMON,PR,True,,0,0,0,,-1,,,2.0
309,400110,HOSPITAL METROPOLITANO DR TITO MATTEI,PR,True,True,,,,,,,,
310,400111,HOSPITAL SAN CARLOS BORROMEO,PR,True,True,,,0,,,,,
311,400112,"HOSPITAL UPR, DR  FEDERICO TRILLA",PR,False,True,,,,,-1,,,
312,400113,HOSPITAL SAN CRISTOBAL,PR,True,True,,,,,,,,
313,400114,MANATI MEDICAL CENTER DR OTERO LOPEZ,PR,True,True,0,,1,,-1,,,2.0
314,400115,CENTRO MEDICO WILMA N VAZQUEZ,PR,True,True,,,,,,,,
315,400117,HOSPITAL DR SUSONI INC,PR,True,True,,,,,,,,
316,400118,"DOCTORS' CENTER HOSPITAL, INC",PR,True,True,0,,1,,,,,
317,400120,HIMA SAN PABLO-CAGUAS,PR,True,True,0,,1,,-1,,,2.0
318,400121,HOSPITAL SAN GERARDO,PR,True,,,,,,,,,
319,400122,PROFESSIONAL HOSPITAL GUAYNABO INC,PR,True,True,,,,,,,,
320,400123,HOSPITAL PEREA,PR,True,True,,,0,,,,,
321,400124,CENTRO CARDIOVASCULAR,PR,True,True,0,,0,,,,,
322,400125,HIMA-SAN PABLO FAJARDO,PR,True,True,,,0,,,,,
323,400126,HOSPITAL METROPOLITANO SAN GERMAN,PR,True,True,,,,,,,,
324,400127,ADMIN DE SERVICIOS MEDICOS  PUERTO RIC,PR,True,True,,,,,,,,
325,400128,"HOSPITAL PAVIA HATO REY, INC",PR,True,True,,,,,0,,,
326,400130,HOSPITAL METROPOLITANO DE LA MONTANA,PR,True,True,,,,,,,,
327,400131,CARIBBEAN MEDICAL CENTER,PR,True,True,,,,,,,,
328,403301,UNIVERSITY PEDIATRIC HOSPITAL,PR,True,,,,,,,,,
329,420011,CANNON MEMORIAL HOSPITAL,SC,True,True,0,,0,0,0,1,,3.0
330,420015,BAPTIST EASLEY HOSPITAL,SC,True,True,0,-1,0,0,0,0,0,3.0
331,420023,ST FRANCIS-DOWNTOWN,SC,True,True,1,1,-1,1,1,0,1,4.0
332,420098,TIDELANDS WACCAMAW COMMUNITY HOSPITAL,SC,True,True,0,0,-1,1,1,1,-1,4.0
333,420106,PALMETTO HEALTH BAPTIST PARKRIDGE,SC,True,True,0,0,0,1,0,-1,0,3.0
334,421302,FAIRFIELD MEMORIAL HOSPITAL,SC,True,True,,,,,,,,
335,430083,PHS INDIAN HOSPITAL AT EAGLE BUTTE,SD,True,True,,,,,,,,
336,430084,PHS INDIAN HOSPITAL AT ROSEBUD,SD,True,True,,,,,-1,,,
337,431300,MADISON REGIONAL HEALTH SYSTEM,SD,True,True,,,0,,,,,
338,431309,COMMUNITY MEMORIAL HOSPITAL,SD,True,True,,,,,,,,
339,431314,BENNETT COUNTY HOSPITAL AND NURSING HOME - CAH,SD,True,True,,,,,,,,
340,431318,BOWDLE HOSPITAL - CAH,SD,True,True,,,,,,,,
341,431319,HANS P PETERSON MEMORIAL HOSPITAL - CAH,SD,True,True,,,,,,,,
342,431326,MILBANK AREA HOSPITAL/AVERA HEALTH,SD,True,True,,,,,,,,
343,431328,PIONEER MEMORIAL HOSPITAL - CAH,SD,True,True,,,,,,,,
344,431332,AVERA DE SMET MEMORIAL HOSPITAL - CAH,SD,True,True,,,,,,,,
345,431338,AVERA GREGORY HOSPITAL,SD,True,True,0,,0,,,,,
346,440001,UNICOI COUNTY MEMORIAL HOSPITAL,TN,True,True,0,,0,0,0,1,,3.0
347,440012,WELLMONT BRISTOL REGIONAL MEDICAL CENTER,TN,True,True,0,1,1,1,0,0,0,3.0
348,440082,SAINT THOMAS WEST HOSPITAL,TN,True,True,0,0,-1,1,0,0,1,4.0
349,440175,SOUTHERN TENNESSEE REGIONAL HEALTH SYSTEM LAWRENCE,TN,True,True,0,,0,0,0,1,0,4.0
350,441315,COPPER BASIN MEDICAL CENTER,TN,True,True,0,,1,,,,,
351,450032,GOOD SHEPHERD MEDICAL CENTER MARSHALL,TX,True,True,-1,0,1,0,0,0,0,3.0
352,450099,PAMPA REGIONAL MEDICAL CENTER,TX,True,True,0,0,-1,0,0,1,,4.0
353,450143,SETON SMITHVILLE REGIONAL HOSPITAL,TX,True,True,0,,0,,0,0,,3.0
354,450147,DETAR HEALTHCARE SYSTEM,TX,True,True,0,0,1,0,0,0,0,3.0
355,450144,PERMIAN REGIONAL MEDICAL CENTER ANDREWS COUNTY HO,TX,True,True,,,0,0,-1,1,,3.0
356,450165,SOUTH TEXAS REGIONAL MEDICAL CENTER,TX,True,True,0,0,0,0,0,0,,3.0
357,450210,ETMC CARTHAGE,TX,True,True,0,,0,,0,1,0,3.0
358,450214,GULF COAST MEDICAL CENTER,TX,True,True,0,,0,,,0,,3.0
359,450237,CHRISTUS SANTA ROSA HOSPITAL,TX,True,True,0,0,-1,0,0,-1,1,4.0
360,450324,TEXOMA MEDICAL CENTER,TX,True,True,0,-1,0,1,0,1,-1,2.0
361,450352,HUNT REGIONAL MEDICAL CENTER,TX,True,True,0,0,1,0,0,0,-1,3.0
362,450369,CHILDRESS REGIONAL MEDICAL CENTER,TX,True,True,0,,0,1,0,1,,4.0
363,450395,MEMORIAL MEDICAL CENTER LIVINGSTON,TX,True,True,0,0,0,-1,-1,0,-1,3.0
364,450662,VALLEY REGIONAL MEDICAL CENTER,TX,True,True,-1,1,1,-1,0,0,-1,3.0
365,450797,HOUSTON HOSPITAL FOR SPECIALIZED SURGERY,TX,False,True,,,,,0,,,
366,451309,MCCAMEY HOSPITAL,TX,True,True,,,,,,,,
367,451318,STONEWALL MEMORIAL HOSPITAL,TX,True,True,,,,,,,,
368,451329,RANKIN HOSPITAL MEDICAL CLINIC,TX,False,True,,,,,,,,
369,451333,MARTIN COUNTY HOSPITAL DISTRICT,TX,True,True,,,,,,,,
370,451341,HASKELL MEMORIAL HOSPITAL,TX,True,True,,,,,,,,
371,451357,LITTLE RIVER HEALTHCARE,TX,True,True,,,0,,,,,
372,451360,CHI ST LUKES HEALTH MEMORIAL SAN AUGUSTINE,TX,True,True,,,,,,,,
373,451361,SABINE COUNTY HOSPITAL,TX,True,True,,,0,,,,,
374,451365,SETON HIGHLAND LAKES,TX,True,True,0,,0,0,0,1,0,3.0
375,453301,DRISCOLL CHILDRENS HOSPITAL,TX,True,True,,,,,,,,
376,460010,INTERMOUNTAIN MEDICAL CENTER,UT,True,True,0,-1,-1,1,0,0,1,3.0
377,460049,THE ORTHOPEDIC SPECIALTY HOSPITAL,UT,False,True,,,,1,,,0,
378,470001,CENTRAL VERMONT MEDICAL CENTER,VT,True,True,0,1,-1,0,0,-1,0,4.0
379,471300,GRACE COTTAGE HOSPITAL,VT,True,True,,,,,,,,
380,471306,SPRINGFIELD HOSPITAL,VT,True,True,0,,1,-1,,,,2.0
381,490009,UNIVERSITY OF VIRGINIA MEDICAL CENTER,VA,True,True,1,1,1,0,0,-1,1,2.0
382,490104,HIRAM W DAVIS MEDICAL CENTER,VA,False,,,,,,,,,
383,490117,CARILION TAZEWELL COMMUNITY HOSPITAL,VA,True,True,0,,0,0,0,0,,3.0
384,490126,LEWISGALE HOSPITAL ALLEGHANY,VA,True,True,0,0,0,0,0,1,0,3.0
385,500044,DEACONESS HOSPITAL,WA,True,True,0,-1,0,-1,0,-1,0,2.0
386,500051,OVERLAKE HOSPITAL MEDICAL CENTER,WA,True,True,0,1,-1,0,1,0,0,3.0
387,500129,TACOMA GENERAL ALLENMORE HOSPITAL,WA,True,True,0,-1,-1,-1,1,-1,1,2.0
388,501305,LINCOLN HOSPITAL,WA,True,True,,,0,1,,,0,4.0
389,503301,MARY BRIDGE CHILDREN'S HOSPITAL,WA,True,True,,,,,,,,
390,510001,WEST VIRGINIA UNIVERSITY HOSPITALS,WV,True,True,1,-1,1,0,0,0,0,2.0
391,510002,GREENBRIER VALLEY MEDICAL CENTER,WV,True,True,0,1,1,-1,0,1,0,3.0
392,510072,WETZEL COUNTY HOSPITAL,WV,True,True,0,,0,,0,0,0,3.0
393,511300,"BROADDUS HOSPITAL ASSOCIATION, INC",WV,True,True,,,0,,,,,
394,511312,PRESTON MEMORIAL HOSPITAL,WV,True,True,0,,0,0,0,0,,3.0
395,520037,MINISTRY SAINT JOSEPHS HOSPITAL,WI,True,True,0,-1,1,-1,0,1,0,2.0
396,520103,COMMUNITY MEMORIAL HOSPITAL,WI,True,True,1,0,-1,1,0,1,0,3.0
397,430081,PHS INDIAN HOSPITAL AT PINE RIDGE,SD,True,True,,,0,,0,,,
398,480001,"ROY LESTER SCHNEIDER HOSPITAL,THE",VI,True,True,0,0,0,-1,0,,0,2.0
399,520207,AURORA MEDICAL CENTER,WI,True,True,0,-1,-1,1,0,1,0,4.0
400,521332,SPOONER HEALTH SYSTEM,WI,True,True,0,,0,,0,1,,3.0
401,521347,WESTERN WISCONSIN HEALTH,WI,True,True,0,,0,,,,,
402,530008,SAGEWEST HEALTH CARE,WY,True,True,0,0,-1,-1,0,1,0,3.0
403,530035,ASPEN MOUNTAIN MEDICAL CENTER,WY,False,,,,,,,,,
404,670004,ST MARKS MEDICAL CENTER,TX,True,True,0,0,0,1,0,1,0,4.0
405,670062,BAYLOR EMERGENCY MEDICAL CENTER,TX,True,,,,,,0,1,,
406,100055,FLORIDA HOSPITAL NORTH PINELLAS,FL,True,True,0,-1,0,0,0,1,,3.0
407,640001,LBJ TROPICAL MEDICAL CENTER,AS,True,True,,,,,,,,
408,650001,GUAM MEMORIAL HOSPITAL AUTHORITY,GU,True,True,1,,0,,0,,,3.0
409,650003,GUAM REGIONAL MEDICAL CITY,GU,True,,,,,,,,,
410,660001,COMMONWEALTH HEALTH CENTER,MP,True,True,0,,1,,,,,
411,100009,UNIVERSITY OF MIAMI HOSPITAL,FL,True,True,-1,-1,1,-1,1,-1,0,1.0
412,20008,BARTLETT REGIONAL HOSPITAL,AK,True,True,0,0,0,0,0,0,,3.0
413,33303,"HACIENDA CHILDREN'S HOSPITAL, INC.",AZ,False,True,,,,,,,,
414,11302,RED BAY HOSPITAL,AL,True,True,,,0,,,,,
415,51311,ORCHARD HOSPITAL,CA,True,True,0,,1,,,,0,2.0
416,60034,SWEDISH MEDICAL CENTER,CO,True,True,0,0,0,0,1,1,0,3.0
417,100161,CENTRAL FLORIDA REGIONAL HOSPITAL,FL,True,True,0,1,1,-1,0,0,0,2.0
418,51331,SANTA YNEZ VALLEY COTTAGE HOSPITAL,CA,True,True,,,0,,0,1,,3.0
419,40118,NEA BAPTIST MEMORIAL HOSPITAL,AR,True,True,0,1,1,1,0,0,-1,3.0
420,20026,ALASKA NATIVE MEDICAL CENTER,AK,True,True,0,-1,0,-1,-1,,,2.0
421,31315,WHITE MOUNTAIN REGIONAL MEDICAL CENTER,AZ,True,True,,,,,,,0,
422,100189,NORTHWEST MEDICAL CENTER,FL,True,True,0,1,1,-1,0,0,,2.0
423,50082,ST JOHNS REGIONAL MEDICAL CENTER,CA,True,True,0,-1,0,-1,0,-1,0,2.0
424,50238,METHODIST HOSPITAL OF SOUTHERN CA,CA,True,True,-1,1,-1,0,0,0,1,5.0
425,50022,RIVERSIDE COMMUNITY HOSPITAL,CA,True,True,0,1,1,-1,0,-1,0,2.0
426,50180,JOHN MUIR MEDICAL CENTER - WALNUT CREEK CAMPUS,CA,True,True,0,1,-1,0,0,0,0,4.0
427,110025,SOUTHEAST GEORGIA HEALTH SYSTEM- BRUNSWICK CAMPUS,GA,True,True,1,-1,0,0,0,0,0,3.0
428,40015,MENA REGIONAL HEALTH SYSTEM,AR,True,True,1,,0,0,0,1,0,3.0
429,110036,"MEMORIAL HEALTH UNIV MED CEN, INC",GA,True,True,0,-1,-1,-1,0,-1,-1,2.0
430,40078,NATIONAL PARK MEDICAL CENTER,AR,True,True,1,0,1,0,0,0,0,2.0
431,90011,MEDSTAR WASHINGTON HOSPITAL CENTER,DC,True,True,-1,-1,1,-1,-1,-1,1,2.0
432,50245,ARROWHEAD REGIONAL MEDICAL CENTER,CA,True,True,0,-1,1,-1,0,-1,0,2.0
433,10036,ANDALUSIA REGIONAL HOSPITAL,AL,True,True,0,-1,1,-1,0,1,0,3.0
434,50689,SAN RAMON REGIONAL MEDICAL CTR,CA,True,True,0,0,-1,-1,0,1,0,3.0
435,50710,KAISER FOUNDATION HOSPITAL - FRESNO,CA,True,True,,0,,0,0,,,3.0
436,110042,WELLSTAR PAULDING HOSPITAL,GA,True,True,0,0,-1,1,0,-1,0,3.0
437,110111,UNIVERSITY HOSPITAL MCDUFFIE,GA,True,True,,,0,0,-1,0,,3.0
438,50006,ST JOSEPH HOSPITAL,CA,True,True,0,1,-1,-1,0,-1,-1,3.0
439,50112,SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL,CA,True,True,-1,1,1,0,0,-1,0,4.0
440,51302,SOUTHERN INYO HOSPITAL,CA,True,True,,,,,,,,
441,100025,SACRED HEART HOSPITAL,FL,True,True,1,0,-1,0,0,-1,0,3.0
442,30016,BANNER CASA GRANDE MEDICAL CENTER,AZ,True,True,0,-1,0,-1,0,0,-1,2.0
443,10045,FAYETTE MEDICAL CENTER,AL,True,True,0,,0,1,0,1,0,4.0
444,30030,ABRAZO CENTRAL CAMPUS,AZ,True,True,0,1,1,-1,-1,0,,2.0
445,10125,LAKELAND COMMUNITY HOSPITAL,AL,True,True,-1,,-1,0,0,1,0,5.0
446,50751,MIRACLE MILE MEDICAL CENTER,CA,False,True,,,,,,,,
447,50225,FEATHER RIVER HOSPITAL,CA,True,True,0,0,-1,-1,0,-1,-1,3.0
448,30089,BANNER THUNDERBIRD MEDICAL CENTER,AZ,True,True,0,-1,-1,0,0,-1,1,3.0
449,100067,ST ANTHONYS HOSPITAL,FL,True,True,-1,-1,1,0,0,-1,0,2.0
450,60126,BANNER FORT COLLINS MEDICAL CENTER,CO,True,True,,,,,,1,,
451,50740,MARINA DEL REY HOSPITAL,CA,True,True,0,0,-1,-1,0,-1,,4.0
452,100238,NORTHSIDE HOSPITAL,FL,True,True,0,1,1,-1,0,0,0,2.0
453,60116,GOOD SAMARITAN MEDICAL CENTER,CO,True,True,0,-1,-1,1,0,0,,3.0
454,50072,KAISER FOUNDATION HOSPITAL - WALNUT CREEK,CA,True,True,,0,,-1,0,,,3.0
455,100092,WUESTHOFF MEDICAL CENTER-ROCKLEDGE,FL,True,True,0,1,1,-1,0,0,-1,2.0
456,50136,PETALUMA VALLEY HOSPITAL,CA,True,True,0,0,-1,0,0,-1,0,3.0
457,50590,METHODIST HOSPITAL OF SACRAMENTO,CA,True,True,0,-1,0,-1,0,-1,1,2.0
458,50152,SAINT FRANCIS MEMORIAL HOSPITAL,CA,True,True,0,1,0,-1,0,0,0,3.0
459,50516,MERCY SAN JUAN MEDICAL CENTER,CA,True,True,0,-1,1,-1,0,-1,1,2.0
460,110161,NORTHSIDE HOSPITAL,GA,True,True,0,-1,-1,1,0,0,0,4.0
461,10044,MARION REGIONAL MEDICAL CENTER,AL,True,True,0,,0,1,0,1,,5.0
462,61311,SOUTHEAST COLORADO HOSPITAL,CO,True,True,,,0,,,,,
463,30013,YUMA REGIONAL MEDICAL CENTER,AZ,True,True,0,1,1,-1,0,-1,-1,2.0
464,40132,LEVI HOSPITAL,AR,True,,,,,,,,,
465,10097,ELMORE COMMUNITY HOSPITAL,AL,True,True,0,,0,0,0,1,,3.0
466,50496,JOHN MUIR MEDICAL CENTER - CONCORD CAMPUS,CA,True,True,0,0,-1,0,0,0,0,4.0
467,10114,"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM",AL,True,True,0,0,-1,-1,0,1,0,3.0
468,100287,GOOD SAMARITAN MEDICAL CENTER,FL,True,True,0,1,1,-1,0,-1,0,2.0
469,50390,HEMET VALLEY MEDICAL CENTER,CA,True,True,0,1,1,-1,0,-1,-1,1.0
470,30121,"MOUNTAIN VISTA MEDICAL CENTER, LP",AZ,True,True,0,-1,0,-1,0,-1,0,1.0
471,30043,CANYON VISTA MEDICAL CENTER,AZ,True,True,0,-1,0,-1,0,-1,0,1.0
472,50359,TULARE REGIONAL MEDICAL CENTER,CA,True,True,1,-1,1,-1,-1,-1,0,1.0
473,100319,FLORIDA HOSPITAL WESLEY CHAPEL,FL,True,True,0,0,0,1,0,0,0,4.0
474,60065,NORTH SUBURBAN MEDICAL CENTER,CO,True,True,0,0,0,0,0,1,0,3.0
475,100007,FLORIDA HOSPITAL,FL,True,True,-1,-1,1,1,0,-1,1,2.0
476,61324,ASPEN VALLEY HOSPITAL,CO,True,,,,0,1,0,,0,4.0
477,100299,LAKEWOOD RANCH MEDICAL CENTER,FL,True,True,0,1,0,-1,0,0,0,3.0
478,50133,RIDEOUT MEMORIAL HOSPITAL,CA,True,True,1,-1,0,-1,0,-1,1,1.0
479,50744,ANAHEIM GLOBAL MEDICAL CENTER,CA,False,True,,0,,-1,0,-1,,2.0
480,61305,MELISSA MEMORIAL HOSPITAL,CO,True,True,,,,,,,,
481,50043,ALTA BATES SUMMIT MEDICAL CENTER,CA,True,True,-1,-1,-1,-1,0,-1,0,3.0
482,50454,UCSF MEDICAL CENTER,CA,True,True,-1,1,1,1,1,-1,-1,3.0
483,50506,SIERRA VISTA REGIONAL MEDICAL CENTER,CA,True,True,0,1,-1,0,0,0,0,3.0
484,50093,SAINT AGNES MEDICAL CENTER,CA,True,True,1,0,0,-1,0,-1,1,2.0
485,50135,SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD,CA,True,True,-1,1,1,-1,-1,-1,,3.0
486,51301,ADVENTIST HEALTH MEDICAL CENTER TEHACHAPI VALLEY,CA,True,True,,,,,,,,
487,90006,PROVIDENCE HOSPITAL,DC,True,True,-1,-1,1,-1,-1,-1,0,1.0
488,50089,COMMUNITY HOSPITAL OF SAN BERNARDINO,CA,True,True,0,0,0,-1,0,-1,,2.0
489,31313,HOLY CROSS HOSPITAL,AZ,True,True,,,,-1,0,0,,
490,41319,"DE QUEEN MEDICAL CENTER, INC",AR,True,True,0,,0,,,,,
491,100191,MEDICAL CENTER OF TRINITY,FL,True,True,0,1,1,-1,0,0,0,3.0
492,10089,WALKER BAPTIST MEDICAL CENTER,AL,True,True,0,1,0,-1,0,1,0,3.0
493,50291,SUTTER SANTA ROSA REGIONAL HOSPITAL,CA,True,True,0,0,-1,0,0,-1,0,3.0
494,70008,JOHNSON MEMORIAL HOSPITAL,CT,True,True,0,0,0,0,0,-1,0,3.0
495,110040,NORTHRIDGE MEDICAL CENTER,GA,True,True,0,,0,-1,0,1,,2.0
496,100109,FLORIDA HOSPITAL HEARTLAND MEDICAL CENTER,FL,True,True,-1,0,0,0,0,0,-1,3.0
497,41307,CROSSRIDGE COMMUNITY HOSPITAL,AR,True,True,0,,0,1,0,0,0,4.0
498,100022,JACKSON MEMORIAL HOSPITAL,FL,True,True,0,-1,1,-1,-1,-1,1,1.0
499,40004,WASHINGTON REGIONAL MEDICAL CENTER,AR,True,True,1,1,-1,0,0,0,0,3.0
500,110100,JEFFERSON HOSPITAL,GA,True,True,0,,0,,0,1,,3.0
501,50394,COMMUNITY MEMORIAL HOSPITAL SAN BUENAVENTURA,CA,True,True,0,0,-1,0,0,-1,-1,3.0
502,30022,MARICOPA MEDICAL CENTER,AZ,True,True,,-1,0,-1,0,0,,2.0
503,61300,WEISBROD MEMORIAL COUNTY HOSPITAL,CO,True,True,,,,,,,,
504,50709,DESERT VALLEY HOSPITAL,CA,True,True,-1,1,1,-1,0,-1,,2.0
505,50517,VICTOR VALLEY GLOBAL MEDICAL CENTER,CA,True,True,0,0,0,-1,0,-1,,2.0
506,100167,PLANTATION GENERAL HOSPITAL,FL,True,True,-1,1,1,-1,0,1,0,3.0
507,100281,MEMORIAL HOSPITAL WEST,FL,True,True,0,-1,1,1,0,-1,0,3.0
508,10016,SHELBY BAPTIST MEDICAL CENTER,AL,True,True,0,1,-1,-1,0,-1,-1,3.0
509,40002,JOHNSON REGIONAL MEDICAL CENTER,AR,True,True,0,0,0,0,-1,0,,3.0
510,60044,COLORADO PLAINS MEDICAL CENTER,CO,True,True,0,0,0,0,0,1,0,3.0
511,10099,D W MCMILLAN MEMORIAL HOSPITAL,AL,True,True,0,,0,0,0,1,-1,2.0
512,50758,MONTCLAIR HOSPITAL MEDICAL CENTER,CA,True,True,0,0,0,-1,0,1,,3.0
513,10087,UNIVERSITY OF SOUTH ALABAMA MEDICAL CENTER,AL,True,True,0,0,1,1,0,-1,-1,3.0
514,90004,MEDSTAR GEORGETOWN UNIVERSITY HOSPITAL,DC,True,True,0,-1,1,-1,0,-1,1,1.0
515,100265,MEASE COUNTRYSIDE HOSPITAL,FL,True,True,0,1,-1,1,0,-1,-1,4.0
516,50764,SHASTA REGIONAL MEDICAL CENTER,CA,True,True,0,1,-1,-1,0,-1,1,4.0
517,110124,WAYNE MEMORIAL HOSPITAL,GA,True,True,0,0,1,1,0,1,-1,3.0
518,100122,NORTH OKALOOSA MEDICAL CENTER,FL,True,True,0,1,0,-1,0,0,0,3.0
519,110035,WELLSTAR KENNESTONE HOSPITAL,GA,True,True,0,-1,0,-1,0,-1,0,3.0
520,50174,SANTA ROSA MEMORIAL HOSPITAL,CA,True,True,1,1,-1,-1,0,-1,1,4.0
521,90005,SIBLEY MEMORIAL HOSPITAL,DC,True,True,0,-1,-1,-1,0,-1,1,3.0
522,60003,LONGMONT UNITED HOSPITAL,CO,True,True,0,0,0,1,0,1,0,3.0
523,20006,MAT-SU REGIONAL MEDICAL CENTER,AK,True,True,0,0,0,-1,0,0,0,3.0
524,100175,DESOTO MEMORIAL HOSPITAL,FL,True,True,0,,0,0,0,1,0,3.0
525,100156,LAKE CITY MEDICAL CENTER,FL,True,True,-1,0,1,0,0,0,1,3.0
526,30122,BANNER GATEWAY MEDICAL CENTER,AZ,True,True,0,0,1,1,0,0,1,3.0
527,100017,HALIFAX HEALTH MEDICAL CENTER,FL,True,True,1,0,0,-1,-1,-1,1,2.0
528,10055,FLOWERS HOSPITAL,AL,True,True,1,1,-1,1,0,1,0,4.0
529,110005,NORTHSIDE HOSPITAL FORSYTH,GA,True,True,1,1,0,1,0,0,0,3.0
530,100290,"VILLAGES REGIONAL HOSPITAL, THE",FL,True,True,0,1,1,-1,-1,-1,1,3.0
531,50767,KAISER FOUNDATION HOSPITAL - VACAVILLE,CA,True,True,,0,,0,0,,,3.0
532,60112,SKY RIDGE MEDICAL CENTER,CO,True,True,0,1,-1,1,0,1,0,4.0
533,10051,GREENE COUNTY HOSPITAL,AL,False,True,0,,0,,0,1,,3.0
534,40010,MERCY HOSPITAL NORTHWEST ARKANSAS,AR,True,True,0,1,-1,0,1,0,0,4.0
535,110109,EMANUEL MEDICAL CENTER,GA,True,True,0,,0,0,0,0,,3.0
536,50295,MERCY HOSPITAL,CA,True,True,1,0,0,-1,0,-1,1,2.0
537,101304,CALHOUN-LIBERTY HOSPITAL,FL,True,True,0,,0,,,,,
538,100154,SOUTH MIAMI HOSPITAL,FL,True,True,0,0,0,0,0,-1,0,3.0
539,70031,GRIFFIN HOSPITAL,CT,True,True,1,0,1,1,0,-1,0,2.0
540,50727,COMMUNITY HOSPITAL OF LONG BEACH,CA,True,True,0,0,0,-1,0,-1,,2.0
541,100168,BOCA RATON REGIONAL HOSPITAL,FL,True,True,0,-1,0,0,0,1,1,2.0
542,100177,CAPE CANAVERAL HOSPITAL,FL,True,True,0,1,0,1,0,1,0,4.0
543,50771,COAST PLAZA HOSPITAL,CA,True,True,0,0,0,-1,0,0,,2.0
544,40011,CHAMBERS MEMORIAL HOSPITAL,AR,True,True,0,,1,0,0,1,,3.0
545,10069,MEDICAL CENTER BARBOUR,AL,True,True,0,,0,0,0,1,0,3.0
546,100034,MOUNT SINAI MEDICAL CENTER,FL,True,True,-1,1,1,-1,0,0,-1,3.0
547,60114,PARKER ADVENTIST HOSPITAL,CO,True,True,0,-1,0,1,0,0,0,3.0
548,50690,KAISER FOUNDATION HOSPITAL-SANTA ROSA,CA,True,True,,0,,1,0,,,3.0
549,50189,GEORGE L MEE MEMORIAL HOSPITAL,CA,True,True,0,,0,,0,0,,3.0
550,10033,UNIVERSITY OF ALABAMA HOSPITAL,AL,True,True,0,1,1,1,0,-1,-1,3.0
551,50248,NATIVIDAD MEDICAL CENTER,CA,True,True,0,0,0,-1,0,-1,0,3.0
552,41322,FULTON COUNTY HOSPITAL,AR,True,True,0,,0,0,,,,2.0
553,100220,GULF COAST MEDICAL CENTER LEE MEM HEALTH SYSTEM,FL,True,True,0,-1,1,-1,0,-1,-1,2.0
554,60096,VAIL VALLEY MEDICAL CENTER,CO,True,True,,0,0,1,0,0,0,4.0
555,100200,BROWARD HEALTH IMPERIAL POINT,FL,True,True,0,0,0,-1,0,0,0,3.0
556,50573,EISENHOWER MEDICAL CENTER,CA,True,True,-1,1,-1,-1,0,-1,-1,4.0
557,20012,FAIRBANKS MEMORIAL HOSPITAL,AK,True,True,0,-1,-1,1,0,0,0,3.0
558,40001,SILOAM SPRINGS REGIONAL HOSPITAL,AR,True,True,0,,0,0,0,0,0,3.0
559,110016,WELLSTAR WEST GEORGIA MEDICAL CENTER,GA,True,True,0,0,-1,0,0,0,-1,4.0
560,110101,COOK  MEDICAL CENTER  A CAMPUS OF TIFT REG MED CTR,GA,True,True,,,0,,0,1,,3.0
